ID	gene_family	genbank_protein_accession	genbank_nucleotide_accession	class	subclass	pubmed_reference	product_name	Resistance Mechanism
QWJ89340.1	blaASU1	QWJ89340.1	MZ126682.1	BETA-LACTAM	CEPHALOSPORIN	36626997	class A beta-lactamase ASU1-1	-
ATG32091.1	blaAXC	ATG32091.1	MF767301.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-1	-
AXM44138.1	blaAXC	AXM44138.1	MH742744.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-2	-
AXM44139.1	blaAXC	AXM44139.1	MH742745.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-3	-
QEJ74006.1	blaAXC	QEJ74006.1	MN339509.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-4	-
QEJ80833.1	blaAXC	QEJ80833.1	MN370453.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-5	-
QUR41148.1	blaAXC	QUR41148.1	MZ025964.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-6	-
UGN25768.1	blaAXC	UGN25768.1	OL516042.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase AXC-7	-
CAA65601.1	blaB	CAA65601.1	X96858.1	BETA-LACTAM	CARBAPENEM	10817691	subclass B1 metallo-beta-lactamase BlaB-1	-
	blaB		MAHD01000015.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-10	-
AAQ54755.1	blaB	AAQ54755.1	AY348326.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-11	-
ABQ84947.1	blaB	ABQ84947.1	EF595958.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-12	-
ABQ84948.1	blaB	ABQ84948.1	EF595959.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-13	-
	blaB		JN635697.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-14	-
AKJ86507.1	blaB	AKJ86507.1	KR054962.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-15	-
QDB65119.1	blaB	QDB65119.1	MK955937.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-16	-
CDN73485.1	blaB	CDN73485.1	CCAB010000101.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-17	-
ATC35781.1	blaB	ATC35781.1	CP023401.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-18	-
AQX05318.1	blaB	AQX05318.1	CP016376.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-19	-
AAD43145.1	blaB	AAD43145.1	AF126542.1	BETA-LACTAM	CARBAPENEM	10817691	subclass B1 metallo-beta-lactamase BlaB-2	-
PKR31511.1	blaB	PKR31511.1	PJMA01000002.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-20	-
AIL46641.1	blaB	AIL46641.1	CP007547.1	BETA-LACTAM	CARBAPENEM	12019109	subclass B1 metallo-beta-lactamase BlaB-21	-
OPB64500.1	blaB	OPB64500.1	MAHV01000018.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-22	-
ODM55343.1	blaB	ODM55343.1	MCJH01000002.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-23	-
OPC66432.1	blaB	OPC66432.1	MAHW01000003.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-24	-
ATL43418.1	blaB	ATL43418.1	CP023746.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-25	-
OBS11210.1	blaB	OBS11210.1	LSGQ01000033.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-26	-
	blaB		MAHX01000018.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-27	-
	blaB		QBUH01000004.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-28	-
	blaB		LPXG01000019.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-29	-
AAD43582.1	blaB	AAD43582.1	AF162284.1	BETA-LACTAM	CARBAPENEM	10817691	subclass B1 metallo-beta-lactamase BlaB-3	-
	blaB		FTRB01000015.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-30	-
ABO21420.1	blaB	ABO21420.1	EF394445.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-31	-
OPC44483.1	blaB	OPC44483.1	MAHO01000018.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-32	-
AKH95151.1	blaB	AKH95151.1	CP006576.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-33	-
	blaB		MAHQ01000013.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-34	-
OPB96693.1	blaB	OPB96693.1	MAGZ01000015.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-35	-
	blaB		CP011059.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-36	-
OPC34432.1	blaB	OPC34432.1	MAHK01000015.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-37	-
OPB88073.1	blaB	OPB88073.1	MAGX01000004.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-38	-
	blaB		MBDS01000014.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-39	-
AAF89159.1	blaB	AAF89159.1	AF189303.1	BETA-LACTAM	CARBAPENEM	10858348	subclass B1 metallo-beta-lactamase BlaB-5	-
OPC68803.1	blaB	OPC68803.1	MAHY01000013.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-6	-
	blaB		MAIC01000004.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-7	-
	blaB		MAHB01000007.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-8	-
	blaB		LIQC01000014.1	BETA-LACTAM	CARBAPENEM		subclass B1 metallo-beta-lactamase BlaB-9	-
AJP77076.1	blaB1PEDO	AJP77076.1	KP109679.1	BETA-LACTAM	CARBAPENEM	26482314	subclass B1 metallo-beta-lactamase PEDO-3	-
AJP77059.1	blaB3PEDO	AJP77059.1	KP109677.1	BETA-LACTAM	CARBAPENEM	26482314	subclass B3 metallo-beta-lactamase PEDO-1	-
AJP77071.1	blaB3PEDO	AJP77071.1	KP109678.1	BETA-LACTAM	CARBAPENEM	26482314	subclass B3 metallo-beta-lactamase PEDO-2	-
QWJ89341.1	blaB3SU1	QWJ89341.1	MZ126683.1	BETA-LACTAM	CEPHALOSPORIN	36626997	subclass B3 metallo-beta-lactamase B3SU1-1	-
QWJ89342.1	blaB3SU2	QWJ89342.1	MZ126684.1	BETA-LACTAM	CEPHALOSPORIN	36626997	subclass B3 metallo-beta-lactamase B3SU2-1	-
ADP31031.1	blaBAT	ADP31031.1	CP002207.1	BETA-LACTAM	BETA-LACTAM		class D beta-lactamase BAT-1	-
ATL63231.1	blaBBI	ATL63231.1	KY753882.1	BETA-LACTAM	BETA-LACTAM		BBI family class A beta-lactamase	-
ALA52629.1	blaBCL	ALA52629.1	CP012475.1	BETA-LACTAM	BETA-LACTAM		class A beta-lactamase BCL-1	-
AAZ04368.1	blaBEL	AAZ04368.1	DQ089809.1	BETA-LACTAM	CEPHALOSPORIN	16127048,37255469	extended-spectrum class A beta-lactamase BEL-1	-
ACV69996.1	blaBEL	ACV69996.1	FJ666063.1	BETA-LACTAM	CEPHALOSPORIN	19884378,37255469	extended-spectrum class A beta-lactamase BEL-2	-
ACT09140.1	blaBEL	ACT09140.1	GQ202694.1	BETA-LACTAM	CEPHALOSPORIN	19933793	extended-spectrum class A beta-lactamase BEL-3	-
ANM44757.1	blaBEL	ANM44757.1	KX388629.1	BETA-LACTAM	CEPHALOSPORIN		extended-spectrum class A beta-lactamase BEL-4	-
AAF61147.1	blaBES	AAF61147.1	AF234999.1	BETA-LACTAM	CEPHALOSPORIN	11036023	extended spectrum class A beta-lactamase BES-1	-
ADB56658.1	blaBIC	ADB56658.1	GQ260093.1	BETA-LACTAM	CARBAPENEM	19901091	carbapenem-hydrolyzing class A beta-lactamase BIC-1	-
WKD79667.1	blaBIC	WKD79667.1	OR143113.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase BIC-2	-
ANY85569.1	blaBIM	ANY85569.1	CP016446.1	BETA-LACTAM	CARBAPENEM	37038995	subclass B1 metallo-beta-lactamase BIM-1	-
BAL75272.1	blaBJP	BAL75272.1	AP012279.1	BETA-LACTAM	CARBAPENEM		BJP family subclass B3 metallo-beta-lactamase	-
BAC51495.1	blaBJP	BAC51495.1	BA000040.2	BETA-LACTAM	CARBAPENEM	16723554	subclass B3 metallo-beta-lactamase BJP-1	-
AKD43328.1	blaBKC	AKD43328.1	KP689347.1	BETA-LACTAM	CARBAPENEM	26055384,34154411	carbapenem-hydrolyzing class A beta-lactamase BKC-1	-
QJR96167.1	blaBKC	QJR96167.1	MT427610.1	BETA-LACTAM	CARBAPENEM		carbapenem-hydrolyzing class A beta-lactamase BKC-2	-
CAE32545.1	blaBOR	CAE32545.1	BX640443.1	BETA-LACTAM	BETA-LACTAM	15917575	class A beta-lactamase BOR-1	-
ABV63006.2	blaBPU	ABV63006.2	CP000813.4	BETA-LACTAM	CEPHALOSPORIN	26551395	class D beta-lactamase BPU-1	-
AAA92126.1	blaBRO	AAA92126.1	U49269.2	BETA-LACTAM	BETA-LACTAM	8849261	class A beta-lactamase BRO-1	-
ADG61848.1	blaBRO	ADG61848.1	CP002005.1	BETA-LACTAM	BETA-LACTAM	8849261	class A beta-lactamase BRO-2	-
ELS62907.1	blaBSU	ELS62907.1	AMXN01000001.1	BETA-LACTAM	BETA-LACTAM		class D beta-lactamase BSU-1	-
CAC94553.1	blaBUT	CAC94553.1	AJ415568.1	BETA-LACTAM	CEPHALOSPORIN		extended-spectrum class C beta-lactamase BUT-1	-
	blaBUT		AF440406.1	BETA-LACTAM	BETA-LACTAM	12127496	class C beta-lactamase BUT-2	-
AAB07556.1	blaC	AAB07556.1	U67924.1	BETA-LACTAM	BETA-LACTAM	9145897	class A beta-lactamase BlaC	-
	blaCAE		CP104280.1	BETA-LACTAM	CEPHALOSPORIN	36869066	broad-spectrum class A beta-lactamase CAE-1	-
AVX51087.1	blaCAM	AVX51087.1	MG430339.1	BETA-LACTAM	CARBAPENEM	30789204	subclass B1 metallo-beta-lactamase CAM-1	-
MCD9185600.1	blaCAM	MCD9185600.1	JAJQRF010000001.1	BETA-LACTAM	CARBAPENEM	35639003	subclass B1 metallo-beta-lactamase CAM-2	-
CAG75749.1	blaCAR	CAG75749.1	BX950851.1	BETA-LACTAM	CARBAPENEM		subclass B3 metallo-beta-lactamase CAR-1	-
AIL92326.1	blaCARB	AIL92326.1	KJ934265.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-17	-
AIL92327.1	blaCARB	AIL92327.1	KJ934266.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-18	-
AIL92328.1	blaCARB	AIL92328.1	KJ934267.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-19	-
OMC60245.1	blaCARB	OMC60245.1	JFFP02000005.1	BETA-LACTAM	BETA-LACTAM	23469330	carbenicillin-hydrolyzing class A beta-lactamase CARB-20	-
	blaCARB		CP006005.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-21	-
BAC61820.1	blaCARB	BAC61820.1	BA000032.2	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-22	-
	blaCARB		CP007005.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-23	-
DAA64871.1	blaCARB	DAA64871.1	BK008907.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-24	-
DAA64852.1	blaCARB	DAA64852.1	BK008888.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-25	-
DAA64861.1	blaCARB	DAA64861.1	BK008897.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-26	-
DAA64860.1	blaCARB	DAA64860.1	BK008896.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-27	-
DAA64870.1	blaCARB	DAA64870.1	BK008906.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-28	-
DAA64869.1	blaCARB	DAA64869.1	BK008905.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-29	-
DAA64857.1	blaCARB	DAA64857.1	BK008893.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-30	-
DAA64859.1	blaCARB	DAA64859.1	BK008895.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-31	-
DAA64856.1	blaCARB	DAA64856.1	BK008892.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-32	-
DAA64867.1	blaCARB	DAA64867.1	BK008903.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-33	-
DAA64865.1	blaCARB	DAA64865.1	BK008901.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-34	-
DAA64864.1	blaCARB	DAA64864.1	BK008900.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-35	-
DAA64866.1	blaCARB	DAA64866.1	BK008902.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-36	-
DAA64862.1	blaCARB	DAA64862.1	BK008898.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-38	-
DAA64853.1	blaCARB	DAA64853.1	BK008889.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-40	-
DAA64854.1	blaCARB	DAA64854.1	BK008890.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-41	-
DAA64858.1	blaCARB	DAA64858.1	BK008894.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-42	-
DAA64855.1	blaCARB	DAA64855.1	BK008891.1	BETA-LACTAM	BETA-LACTAM	25801555	carbenicillin-hydrolyzing class A beta-lactamase CARB-43	-
KHF12803.1	blaCARB	KHF12803.1	JTGS01000066.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-44	-
KHF09587.1	blaCARB	KHF09587.1	JTGR01000061.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-45	-
OQU55212.1	blaCARB	OQU55212.1	JNTF02000020.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-46	-
	blaCARB		AVPX01000003.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-47	-
	blaCARB		JDFM01000025.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-48	-
QVO43826.1	blaCARB	QVO43826.1	MZ092819.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-56	-
QVO43827.1	blaCARB	QVO43827.1	MZ092820.1	BETA-LACTAM	BETA-LACTAM		carbenicillin-hydrolyzing class A beta-lactamase CARB-57	-
CAC87665.1	blaCAU	CAC87665.1	AJ308331.1	BETA-LACTAM	CARBAPENEM	12019096	subclass B3 metallo-beta-lactamase CAU-1	-
CAC48262.1	blaCAU	CAC48262.1	AJ315850.1	BETA-LACTAM	CARBAPENEM		subclass B3 metallo-beta-lactamase MBL1b	-
ALF06101.1	blaCBP	ALF06101.1	KP718480.1	BETA-LACTAM	BETA-LACTAM		penicillin-hydrolyzing class A beta-lactamase CBP-1	-
AID52933.1	blaCDA	AID52933.1	KJ650399.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CDA-1	-
EQE57104.1	blaCDD	EQE57104.1	AVGW01000021.1	BETA-LACTAM	CEPHALOSPORIN	30563905,34427801	extended-spectrum class D beta-lactamase CDD-1	-
EQE12244.1	blaCDD	EQE12244.1	AVGL01000014.1	BETA-LACTAM	CEPHALOSPORIN	30563905,34427801	extended-spectrum class D beta-lactamase CDD-2	-
BAC76072.1	blaCFE	BAC76072.1	AB107899.1	BETA-LACTAM	CEPHALOSPORIN	15047515	CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase CFE-1	-
AWX35642.1	blaCFE	AWX35642.1	MF543129.1	BETA-LACTAM	CEPHALOSPORIN	29944954	CMY-2 family class C beta-lactamase CFE-2	-
AAL55262.1	blaCGA	AAL55262.1	AF339733.1	BETA-LACTAM	CEPHALOSPORIN	11897576	extended-spectrum class A beta-lactamase CGA-1	-
QAT79363.1	blaCHM	QAT79363.1	MK401906.1	BETA-LACTAM	CARBAPENEM	37047008	subclass B1 metallo-beta-lactamase CHM-1	-
BAL40892.1	blaCIA	BAL40892.1	AB639753.1	BETA-LACTAM	CEPHALOSPORIN	22083470	extended-spectrum class A beta-lactamase CIA-1	-
BAL40893.1	blaCIA	BAL40893.1	AB674566.1	BETA-LACTAM	CEPHALOSPORIN	22083470	extended-spectrum class A beta-lactamase CIA-2	-
BAL40894.1	blaCIA	BAL40894.1	AB674567.1	BETA-LACTAM	CEPHALOSPORIN	22083470	extended-spectrum class A beta-lactamase CIA-3	-
BAL40895.1	blaCIA	BAL40895.1	AB674568.1	BETA-LACTAM	CEPHALOSPORIN	22083470	extended-spectrum class A beta-lactamase CIA-4	-
AAL85333.1	blaCKO	AAL85333.1	AF477396.1	BETA-LACTAM	BETA-LACTAM	16445758	MAL/CKO family class A beta-lactamase CKO-1	-
CAC33434.1	blaCKO	CAC33434.1	AJ277209.1	BETA-LACTAM	BETA-LACTAM		MAL/CKO family class A beta-lactamase MAL-1	-
AAP80386.1	blaCKO	AAP80386.1	AF359512.1	BETA-LACTAM	BETA-LACTAM		MAL/CKO family class A beta-lactamase MAL-2	-
AHB24364.1	blaCMA	AHB24364.1	KF640251.1	BETA-LACTAM	CEPHALOTHIN		class C beta-lactamase CMA-1	-
AGI17580.1	blaCMA	AGI17580.1	KC665723.1	BETA-LACTAM	CEPHALOTHIN		class C beta-lactamase CMA-2	-
CAB55427.1	blaCME	CAB55427.1	AJ006275.1	BETA-LACTAM	CEPHALOSPORIN	10471563	extended-spectrum class A beta-lactamase CME-1	-
ABO21421.1	blaCME	ABO21421.1	EF394446.1	BETA-LACTAM	CEPHALOSPORIN	10602714	extended-spectrum class A beta-lactamase CME-2	-
UFK32676.1	blaCME	UFK32676.1	OL542677.1	BETA-LACTAM	CEPHALOSPORIN		extended-spectrum class A beta-lactamase CME-3	-
AFI56422.1	blaCMH	AFI56422.1	JQ673557.1	BETA-LACTAM	CEPHALOSPORIN	30577544	extended-spectrum class C beta-lactamase CMH-1	-
VAC93856.1	blaCMH	VAC93856.1	UNTK01000039.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-10	-
WFP34008.1	blaCMH	WFP34008.1	OQ709070.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-11	-
WFP34010.1	blaCMH	WFP34010.1	OQ709072.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-12	-
WLO97156.1	blaCMH	WLO97156.1	OR398193.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-13	-
AKC92684.1	blaCMH	AKC92684.1	KP823454.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-2	-
ANE37569.1	blaCMH	ANE37569.1	KX192165.1	BETA-LACTAM	BETA-LACTAM	32130234,34395716	class C beta-lactamase CMH-3	-
AWY87651.1	blaCMH	AWY87651.1	MH469276.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-4	-
AWY87652.1	blaCMH	AWY87652.1	MH469277.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-5	-
QGQ32907.1	blaCMH	QGQ32907.1	MN692202.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-6	-
UBJ91318.1	blaCMH	UBJ91318.1	OK160063.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-7	-
BDS51132.1	blaCMH	BDS51132.1	LC732562.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-8	-
EKU2771784.1	blaCMH	EKU2771784.1	ABFHGH020000056.1	BETA-LACTAM	BETA-LACTAM		class C beta-lactamase CMH-9	-
CAA52618.1	blaCMY	CAA52618.1	X74512.1	BETA-LACTAM	CEPHALOSPORIN	8067761	CMY-2 family class C beta-lactamase BIL-1	-
AHA80101.1	blaCMY	AHA80101.1	KF526113.1	BETA-LACTAM	CEPHALOSPORIN	24916079	class C beta-lactamase CMY-100	-
AHA80102.1	blaCMY	AHA80102.1	KF526114.1	BETA-LACTAM	CEPHALOSPORIN	24916079	class C beta-lactamase CMY-101	-
AHA80103.1	blaCMY	AHA80103.1	KF526115.1	BETA-LACTAM	CEPHALOSPORIN	24916079	class C beta-lactamase CMY-102	-
AHA80104.1	blaCMY	AHA80104.1	KF526116.1	BETA-LACTAM	CEPHALOSPORIN	24916079	class C beta-lactamase CMY-103	-
AGR82311.1	blaCMY	AGR82311.1	KF150216.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-104	-
AHL39330.1	blaCMY	AHL39330.1	KJ207205.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-105	-
AJH76980.1	blaCMY	AJH76980.1	KM983294.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-106	-
ALE33733.1	blaCMY	ALE33733.1	KR061886.1	BETA-LACTAM	CEPHALOSPORIN	26438499	extended-spectrum class C beta-lactamase CMY-107	-
AGZ20169.1	blaCMY	AGZ20169.1	KF564648.1	BETA-LACTAM	CEPHALOSPORIN	24500191	class C beta-lactamase CMY-108	-
CAG34070.1	blaCMY	CAG34070.1	AJ746169.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-109	-
BAO05497.1	blaCMY	BAO05497.1	AB872957.1	BETA-LACTAM	CEPHALOSPORIN	24709044	class C beta-lactamase CMY-110	-
AHW47897.1	blaCMY	AHW47897.1	KJ155695.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-111	-
AIT76090.1	blaCMY	AIT76090.1	KM087837.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-112	-
AIT76089.1	blaCMY	AIT76089.1	KM087836.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-113	-
AIT76099.1	blaCMY	AIT76099.1	KM087846.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-114	-
AIT76092.1	blaCMY	AIT76092.1	KM087839.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-115	-
AIT76093.1	blaCMY	AIT76093.1	KM087840.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-116	-
AIT76097.1	blaCMY	AIT76097.1	KM087844.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-117	-
AIT76091.1	blaCMY	AIT76091.1	KM087838.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-118	-
AIT76098.1	blaCMY	AIT76098.1	KM087845.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-119	-
CBX51207.1	blaCMY	CBX51207.1	FR716828.1	BETA-LACTAM	CEPHALOSPORIN	12407124	class C beta-lactamase CMY-12	-
AIZ48988.1	blaCMY	AIZ48988.1	KM507172.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-121	-
AKO62859.1	blaCMY	AKO62859.1	KM985460.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-122	-
AKO62861.1	blaCMY	AKO62861.1	KM985462.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-124	-
AKO62862.1	blaCMY	AKO62862.1	KM985463.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-125	-
AKO62864.1	blaCMY	AKO62864.1	KM985465.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-127	-
AKO62865.1	blaCMY	AKO62865.1	KM985466.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-128	-
AKO62866.1	blaCMY	AKO62866.1	KM985467.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-129	-
AAQ16660.2	blaCMY	AAQ16660.2	AY339625.2	BETA-LACTAM	CEPHALOSPORIN	15273143	class C beta-lactamase CMY-13	-
AKI06385.1	blaCMY	AKI06385.1	KP207589.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-130	-
AKG51729.1	blaCMY	AKG51729.1	KP281294.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-131	-
AKZ20822.1	blaCMY	AKZ20822.1	KP862820.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-132	-
AKZ20821.1	blaCMY	AKZ20821.1	KP862819.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-133	-
AKA60779.1	blaCMY	AKA60779.1	KP860987.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-134	-
AKP17985.1	blaCMY	AKP17985.1	KP981366.1	BETA-LACTAM	CEPHALOSPORIN	26126492	class C beta-lactamase CMY-135	-
AVR61040.1	blaCMY	AVR61040.1	MG844436.1	BETA-LACTAM	CEPHALOSPORIN	30788955	extended-spectrum class C beta-lactamase CMY-136	-
	blaCMY		LIDR01000193.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-137	-
ALM96710.1	blaCMY	ALM96710.1	KT997883.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-138	-
AMK49571.1	blaCMY	AMK49571.1	KU641016.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-139	-
CAD88479.1	blaCMY	CAD88479.1	AJ555825.2	BETA-LACTAM	CEPHALOSPORIN	15504832	class C beta-lactamase CMY-14	-
ANJ78051.1	blaCMY	ANJ78051.1	KX354367.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-140	-
ANS56705.1	blaCMY	ANS56705.1	KX537750.1	BETA-LACTAM	CEPHALOSPORIN		class C beta-lactamase CMY-141	-
